"日期","收盘","开盘","高","低","涨跌幅"
"2011年1月26日","0.9952","0.9967","0.9984","0.9933","-0.14%"
"2011年1月25日","0.9966","0.9936","1.0006","0.9907","0.29%"
"2011年1月24日","0.9937","0.9936","0.9983","0.9915","-0.03%"
"2011年1月21日","0.9940","0.9971","0.9990","0.9905","-0.28%"
"2011年1月20日","0.9968","0.9959","1.0032","0.9948","0.11%"
"2011年1月19日","0.9957","0.9914","0.9967","0.9886","0.34%"
"2011年1月18日","0.9923","0.9872","0.9939","0.9831","0.54%"
"2011年1月17日","0.9870","0.9882","0.9903","0.9854","-0.25%"
"2011年1月14日","0.9895","0.9895","0.9978","0.9884","0.05%"
"2011年1月13日","0.9890","0.9862","0.9911","0.9853","0.30%"
"2011年1月12日","0.9860","0.9901","0.9913","0.9844","-0.41%"
"2011年1月11日","0.9901","0.9932","0.9951","0.9890","-0.29%"
"2011年1月10日","0.9930","0.9930","0.9985","0.9910","0.17%"
"2011年1月7日","0.9913","0.9967","1.0005","0.9897","-0.56%"
"2011年1月6日","0.9969","0.9966","0.9995","0.9918","0.06%"
"2011年1月5日","0.9963","0.9985","1.0023","0.9930","-0.27%"
"2011年1月4日","0.9990","0.9937","1.0034","0.9912","0.56%"
"2011年1月3日","0.9934","0.9950","0.9951","0.9886","-0.36%"
"2010年12月31日","0.9970","1.0002","1.0009","0.9925","-0.29%"
"2010年12月30日","0.9999","1.0008","1.0025","0.9970","-0.07%"
"2010年12月29日","1.0006","1.0007","1.0057","0.9969","-0.05%"
"2010年12月28日","1.0011","1.0068","1.0073","0.9974","-0.59%"
"2010年12月27日","1.0070","1.0083","1.0114","1.0019","-0.08%"
"2010年12月24日","1.0078","1.0090","1.0116","1.0048","-0.17%"
"2010年12月23日","1.0095","1.0134","1.0168","1.0056","-0.39%"
"2010年12月22日","1.0135","1.0164","1.0179","1.0109","-0.37%"
"2010年12月21日","1.0173","1.0170","1.0208","1.0145","0.01%"
"2010年12月20日","1.0172","1.0123","1.0211","1.0098","0.37%"
"2010年12月17日","1.0134","1.0063","1.0145","1.0037","0.77%"
"2010年12月16日","1.0057","1.0044","1.0076","1.0027","0.15%"
"2010年12月15日","1.0042","1.0065","1.0097","0.9999","-0.25%"
"2010年12月14日","1.0067","1.0084","1.0111","1.0027","-0.15%"
"2010年12月13日","1.0082","1.0102","1.0110","1.0025","-0.16%"
"2010年12月10日","1.0098","1.0103","1.0116","1.0079","-0.07%"
"2010年12月9日","1.0105","1.0111","1.0130","1.0066","-0.07%"
"2010年12月8日","1.0112","1.0123","1.0142","1.0060","-0.08%"
"2010年12月7日","1.0120","1.0057","1.0122","1.0008","0.69%"
"2010年12月6日","1.0051","1.0039","1.0085","1.0022","0.13%"
"2010年12月3日","1.0038","1.0027","1.0082","0.9999","0.00%"
"2010年12月2日","1.0038","1.0176","1.0193","1.0028","-1.28%"
"2010年12月1日","1.0168","1.0265","1.0272","1.0139","-0.94%"
"2010年11月30日","1.0265","1.0181","1.0288","1.0170","0.83%"
"2010年11月29日","1.0180","1.0163","1.0259","1.0163","-0.24%"
"2010年11月26日","1.0204","1.0093","1.0246","1.0082","1.05%"
"2010年11月25日","1.0098","1.0109","1.0127","1.0063","-0.13%"
"2010年11月24日","1.0111","1.0244","1.0251","1.0092","-1.20%"
"2010年11月23日","1.0234","1.0194","1.0268","1.0167","0.48%"
"2010年11月22日","1.0185","1.0167","1.0218","1.0110","0.06%"
"2010年11月19日","1.0179","1.0196","1.0236","1.0154","-0.25%"
"2010年11月18日","1.0204","1.0248","1.0250","1.0152","-0.49%"
"2010年11月17日","1.0254","1.0219","1.0262","1.0178","0.40%"
"2010年11月16日","1.0213","1.0096","1.0256","1.0066","1.18%"
"2010年11月15日","1.0094","1.0113","1.0141","1.0053","0.03%"
"2010年11月12日","1.0091","1.0029","1.0147","1.0025","0.60%"
"2010年11月11日","1.0031","1.0004","1.0075","0.9974","0.29%"
"2010年11月10日","1.0002","1.0076","1.0093","0.9992","-0.69%"
"2010年11月9日","1.0072","1.0036","1.0095","0.9974","0.37%"
"2010年11月8日","1.0035","1.0003","1.0057","0.9992","0.31%"
"2010年11月5日","1.0004","1.0027","1.0082","0.9989","-0.21%"
"2010年11月4日","1.0025","1.0048","1.0122","1.0008","-0.25%"
"2010年11月3日","1.0050","1.0091","1.0156","1.0046","-0.35%"
"2010年11月2日","1.0085","1.0156","1.0159","1.0080","-0.74%"
"2010年11月1日","1.0160","1.0192","1.0205","1.0126","-0.28%"
"2010年10月29日","1.0189","1.0208","1.0248","1.0166","-0.20%"
"2010年10月28日","1.0209","1.0281","1.0289","1.0181","-0.67%"
"2010年10月27日","1.0278","1.0238","1.0341","1.0224","0.39%"
"2010年10月26日","1.0238","1.0196","1.0269","1.0172","0.45%"
"2010年10月25日","1.0192","1.0256","1.0270","1.0151","-0.65%"
"2010年10月22日","1.0259","1.0263","1.0303","1.0221","-0.06%"
"2010年10月21日","1.0265","1.0213","1.0305","1.0164","0.49%"
"2010年10月20日","1.0215","1.0328","1.0351","1.0206","-1.07%"
"2010年10月19日","1.0326","1.0174","1.0375","1.0162","1.48%"
"2010年10月18日","1.0175","1.0125","1.0231","1.0118","0.75%"
"2010年10月15日","1.0099","1.0040","1.0139","1.0010","0.57%"
"2010年10月14日","1.0042","1.0036","1.0078","0.9974","0.08%"
"2010年10月13日","1.0034","1.0098","1.0106","1.0008","-0.65%"
"2010年10月12日","1.0100","1.0140","1.0186","1.0088","-0.40%"
"2010年10月11日","1.0141","1.0105","1.0153","1.0087","0.32%"
"2010年10月8日","1.0109","1.0181","1.0229","1.0091","-0.62%"
"2010年10月7日","1.0172","1.0111","1.0214","1.0071","0.58%"
"2010年10月6日","1.0113","1.0157","1.0167","1.0059","-0.46%"
"2010年10月5日","1.0160","1.0233","1.0274","1.0152","-0.70%"
"2010年10月4日","1.0232","1.0197","1.0246","1.0175","0.29%"
"2010年10月1日","1.0202","1.0295","1.0314","1.0185","-0.86%"
"2010年9月30日","1.0291","1.0328","1.0350","1.0231","-0.32%"
"2010年9月29日","1.0324","1.0306","1.0343","1.0238","0.20%"
"2010年9月28日","1.0303","1.0305","1.0364","1.0284","0.11%"
"2010年9月27日","1.0292","1.0243","1.0300","1.0220","0.47%"
"2010年9月24日","1.0244","1.0347","1.0356","1.0223","-0.86%"
"2010年9月23日","1.0333","1.0304","1.0383","1.0278","0.31%"
"2010年9月22日","1.0301","1.0259","1.0360","1.0189","0.36%"
"2010年9月21日","1.0264","1.0297","1.0332","1.0216","-0.18%"
"2010年9月20日","1.0282","1.0332","1.0349","1.0259","-0.51%"
"2010年9月17日","1.0335","1.0263","1.0351","1.0210","0.70%"
"2010年9月16日","1.0263","1.0257","1.0293","1.0237","0.04%"
"2010年9月15日","1.0259","1.0276","1.0320","1.0250","-0.16%"
"2010年9月14日","1.0275","1.0281","1.0309","1.0216","-0.01%"
"2010年9月13日","1.0276","1.0339","1.0347","1.0263","-0.93%"
"2010年9月10日","1.0372","1.0337","1.0376","1.0287","0.28%"
"2010年9月9日","1.0343","1.0368","1.0396","1.0301","-0.24%"
"2010年9月8日","1.0368","1.0471","1.0511","1.0345","-1.09%"
"2010年9月7日","1.0482","1.0353","1.0487","1.0349","1.22%"
"2010年9月6日","1.0356","1.0393","1.0404","1.0335","-0.32%"
"2010年9月3日","1.0389","1.0528","1.0570","1.0379","-1.36%"
"2010年9月2日","1.0532","1.0505","1.0558","1.0469","0.30%"
"2010年9月1日","1.0501","1.0648","1.0659","1.0484","-1.33%"
"2010年8月31日","1.0643","1.0599","1.0675","1.0574","0.37%"
"2010年8月30日","1.0604","1.0492","1.0606","1.0471","0.87%"
"2010年8月27日","1.0513","1.0574","1.0650","1.0503","-0.61%"
"2010年8月26日","1.0577","1.0597","1.0605","1.0521","-0.19%"
"2010年8月25日","1.0597","1.0612","1.0670","1.0572","-0.13%"
"2010年8月24日","1.0611","1.0518","1.0666","1.0515","0.84%"
"2010年8月23日","1.0523","1.0494","1.0532","1.0444","0.43%"
"2010年8月20日","1.0478","1.0400","1.0514","1.0379","0.75%"
"2010年8月19日","1.0400","1.0288","1.0417","1.0243","1.09%"
"2010年8月18日","1.0288","1.0330","1.0343","1.0271","-0.35%"
"2010年8月17日","1.0324","1.0434","1.0440","1.0305","-1.08%"
"2010年8月16日","1.0437","1.0413","1.0466","1.0368","0.12%"
"2010年8月13日","1.0425","1.0423","1.0440","1.0349","0.01%"
"2010年8月12日","1.0424","1.0473","1.0497","1.0419","-0.44%"
"2010年8月11日","1.0470","1.0308","1.0478","1.0303","1.56%"
"2010年8月10日","1.0309","1.0280","1.0391","1.0269","0.37%"
"2010年8月9日","1.0271","1.0270","1.0300","1.0253","-0.05%"
"2010年8月6日","1.0276","1.0168","1.0307","1.0143","1.04%"
"2010年8月5日","1.0170","1.0180","1.0190","1.0105","-0.10%"
"2010年8月4日","1.0180","1.0241","1.0271","1.0161","-0.56%"
"2010年8月3日","1.0237","1.0231","1.0274","1.0217","0.05%"
"2010年8月2日","1.0232","1.0293","1.0300","1.0203","-0.63%"
"2010年7月30日","1.0297","1.0360","1.0377","1.0261","-0.59%"
"2010年7月29日","1.0358","1.0384","1.0394","1.0296","-0.26%"
"2010年7月28日","1.0385","1.0354","1.0391","1.0295","0.30%"
"2010年7月27日","1.0354","1.0318","1.0396","1.0250","0.35%"
"2010年7月26日","1.0318","1.0381","1.0387","1.0301","-0.42%"
"2010年7月23日","1.0362","1.0377","1.0436","1.0343","-0.11%"
"2010年7月22日","1.0373","1.0493","1.0506","1.0354","-1.12%"
"2010年7月21日","1.0490","1.0433","1.0502","1.0347","0.60%"
"2010年7月20日","1.0427","1.0551","1.0587","1.0421","-1.14%"
"2010年7月19日","1.0547","1.0574","1.0583","1.0497","-0.28%"
"2010年7月16日","1.0577","1.0381","1.0583","1.0377","1.87%"
"2010年7月15日","1.0383","1.0320","1.0444","1.0280","0.63%"
"2010年7月14日","1.0318","1.0311","1.0372","1.0286","0.11%"
"2010年7月13日","1.0307","1.0362","1.0387","1.0274","-0.60%"
"2010年7月12日","1.0369","1.0321","1.0387","1.0298","0.36%"
"2010年7月9日","1.0332","1.0433","1.0456","1.0296","-0.96%"
"2010年7月8日","1.0432","1.0478","1.0486","1.0377","-0.41%"
"2010年7月7日","1.0475","1.0541","1.0609","1.0462","-0.56%"
"2010年7月6日","1.0534","1.0639","1.0679","1.0484","-0.96%"
"2010年7月5日","1.0636","1.0628","1.0678","1.0573","0.08%"
"2010年7月2日","1.0627","1.0589","1.0669","1.0553","0.36%"
"2010年7月1日","1.0589","1.0638","1.0675","1.0574","-0.54%"
"2010年6月30日","1.0646","1.0552","1.0651","1.0465","0.92%"
"2010年6月29日","1.0549","1.0365","1.0578","1.0340","1.86%"
"2010年6月28日","1.0356","1.0352","1.0373","1.0317","0.00%"
"2010年6月25日","1.0356","1.0433","1.0444","1.0339","-0.75%"
"2010年6月24日","1.0434","1.0393","1.0471","1.0375","0.38%"
"2010年6月23日","1.0395","1.0291","1.0460","1.0270","1.00%"
"2010年6月22日","1.0292","1.0248","1.0299","1.0181","0.45%"
"2010年6月21日","1.0246","1.0194","1.0261","1.0135","0.28%"
"2010年6月18日","1.0217","1.0273","1.0313","1.0204","-0.60%"
"2010年6月17日","1.0279","1.0251","1.0338","1.0221","0.25%"
"2010年6月16日","1.0253","1.0249","1.0326","1.0223","-0.05%"
"2010年6月15日","1.0258","1.0338","1.0363","1.0240","-0.81%"
"2010年6月14日","1.0342","1.0351","1.0352","1.0223","0.14%"
"2010年6月11日","1.0328","1.0309","1.0391","1.0295","0.19%"
"2010年6月10日","1.0308","1.0449","1.0455","1.0287","-1.33%"
"2010年6月9日","1.0447","1.0475","1.0521","1.0365","-0.28%"
"2010年6月8日","1.0476","1.0606","1.0614","1.0469","-1.26%"
"2010年6月7日","1.0610","1.0610","1.0680","1.0513","-0.14%"
"2010年6月4日","1.0625","1.0402","1.0629","1.0364","2.18%"
"2010年6月3日","1.0398","1.0385","1.0465","1.0360","0.09%"
"2010年6月2日","1.0389","1.0554","1.0574","1.0368","-1.54%"
"2010年6月1日","1.0551","1.0437","1.0564","1.0419","0.97%"
"2010年5月31日","1.0450","1.0520","1.0553","1.0410","-0.86%"
"2010年5月28日","1.0541","1.0492","1.0562","1.0440","0.56%"
"2010年5月27日","1.0482","1.0713","1.0715","1.0478","-2.10%"
"2010年5月26日","1.0707","1.0646","1.0749","1.0579","0.42%"
"2010年5月25日","1.0662","1.0625","1.0854","1.0622","0.20%"
"2010年5月24日","1.0641","1.0629","1.0662","1.0532","0.45%"
"2010年5月21日","1.0593","1.0711","1.0749","1.0549","-1.03%"
"2010年5月20日","1.0703","1.0417","1.0720","1.0417","2.59%"
"2010年5月19日","1.0433","1.0407","1.0538","1.0384","0.30%"
"2010年5月18日","1.0402","1.0314","1.0412","1.0242","0.88%"
"2010年5月17日","1.0311","1.0356","1.0438","1.0309","-0.41%"
"2010年5月14日","1.0353","1.0220","1.0379","1.0209","1.44%"
"2010年5月13日","1.0206","1.0191","1.0210","1.0107","0.12%"
"2010年5月12日","1.0194","1.0196","1.0248","1.0151","-0.23%"
"2010年5月11日","1.0218","1.0241","1.0291","1.0151","-0.14%"
"2010年5月10日","1.0232","1.0322","1.0393","1.0208","-1.87%"
"2010年5月7日","1.0427","1.0524","1.0572","1.0337","-0.74%"
"2010年5月6日","1.0505","1.0311","1.0741","1.0280","1.88%"
"2010年5月5日","1.0311","1.0252","1.0354","1.0231","0.63%"
"2010年5月4日","1.0246","1.0104","1.0260","1.0103","1.38%"
"2010年5月3日","1.0107","1.0162","1.0189","1.0099","-0.67%"
"2010年4月30日","1.0175","1.0057","1.0183","1.0013","1.13%"
"2010年4月29日","1.0061","1.0097","1.0116","1.0012","-0.35%"
"2010年4月28日","1.0096","1.0163","1.0198","1.0073","-0.78%"
"2010年4月27日","1.0175","1.0008","1.0184","0.9990","1.67%"
"2010年4月26日","1.0008","0.9990","1.0026","0.9966","0.11%"
"2010年4月23日","0.9997","1.0004","1.0067","0.9967","-0.07%"
"2010年4月22日","1.0004","0.9998","1.0040","0.9955","0.06%"
"2010年4月21日","0.9998","0.9982","1.0016","0.9929","0.16%"
"2010年4月20日","0.9982","1.0145","1.0166","0.9970","-1.62%"
"2010年4月19日","1.0146","1.0152","1.0216","1.0135","0.20%"
"2010年4月16日","1.0126","1.0021","1.0166","0.9995","1.07%"
"2010年4月15日","1.0019","0.9988","1.0036","0.9954","0.29%"
"2010年4月14日","0.9990","1.0015","1.0023","0.9952","-0.24%"
"2010年4月13日","1.0014","1.0027","1.0066","1.0002","-0.15%"
"2010年4月12日","1.0029","1.0055","1.0090","1.0010","0.00%"
"2010年4月9日","1.0029","1.0023","1.0084","0.9990","0.10%"
"2010年4月8日","1.0019","1.0055","1.0105","1.0017","-0.36%"
"2010年4月7日","1.0055","1.0011","1.0065","0.9977","0.38%"
"2010年4月6日","1.0017","1.0017","1.0050","0.9988","0.03%"
"2010年4月5日","1.0014","1.0082","1.0089","1.0009","-0.99%"
"2010年4月2日","1.0114","1.0084","1.0130","1.0080","0.28%"
"2010年4月1日","1.0086","1.0152","1.0163","1.0066","-0.67%"
"2010年3月31日","1.0154","1.0200","1.0202","1.0128","-0.43%"
"2010年3月30日","1.0198","1.0208","1.0225","1.0156","-0.13%"
"2010年3月29日","1.0211","1.0253","1.0274","1.0176","-0.59%"
"2010年3月26日","1.0272","1.0244","1.0304","1.0204","0.25%"
"2010年3月25日","1.0246","1.0250","1.0255","1.0168","-0.18%"
"2010年3月24日","1.0264","1.0167","1.0283","1.0156","1.01%"
"2010年3月23日","1.0161","1.0183","1.0231","1.0152","-0.20%"
"2010年3月22日","1.0181","1.0162","1.0246","1.0147","0.08%"
"2010年3月19日","1.0173","1.0145","1.0189","1.0061","0.24%"
"2010年3月18日","1.0149","1.0102","1.0152","1.0090","0.53%"
"2010年3月17日","1.0095","1.0135","1.0149","1.0069","-0.41%"
"2010年3月16日","1.0137","1.0192","1.0204","1.0135","-0.50%"
"2010年3月15日","1.0188","1.0171","1.0233","1.0163","0.03%"
"2010年3月12日","1.0185","1.0242","1.0252","1.0154","-0.57%"
"2010年3月11日","1.0243","1.0253","1.0323","1.0228","-0.14%"
"2010年3月10日","1.0257","1.0262","1.0292","1.0215","-0.06%"
"2010年3月9日","1.0263","1.0280","1.0322","1.0236","-0.17%"
"2010年3月8日","1.0280","1.0286","1.0296","1.0251","-0.20%"
"2010年3月5日","1.0301","1.0312","1.0333","1.0261","-0.13%"
"2010年3月4日","1.0314","1.0323","1.0342","1.0271","0.02%"
"2010年3月3日","1.0312","1.0356","1.0367","1.0273","-0.48%"
"2010年3月2日","1.0362","1.0417","1.0444","1.0307","-0.57%"
"2010年3月1日","1.0421","1.0548","1.0576","1.0411","-1.04%"
"2010年2月26日","1.0530","1.0602","1.0619","1.0511","-0.70%"
"2010年2月25日","1.0604","1.0538","1.0682","1.0513","0.55%"
"2010年2月24日","1.0546","1.0563","1.0595","1.0512","-0.11%"
"2010年2月23日","1.0558","1.0433","1.0581","1.0381","1.24%"
"2010年2月22日","1.0429","1.0381","1.0441","1.0369","0.29%"
"2010年2月19日","1.0399","1.0457","1.0532","1.0388","-0.15%"
"2010年2月18日","1.0415","1.0466","1.0500","1.0398","-0.44%"
"2010年2月17日","1.0461","1.0440","1.0473","1.0412","0.18%"
"2010年2月16日","1.0442","1.0490","1.0501","1.0408","-0.48%"
"2010年2月15日","1.0492","1.0515","1.0535","1.0464","-0.18%"
"2010年2月12日","1.0511","1.0505","1.0579","1.0488","0.04%"
"2010年2月11日","1.0507","1.0631","1.0633","1.0478","-1.15%"
"2010年2月10日","1.0629","1.0667","1.0709","1.0596","-0.45%"
"2010年2月9日","1.0677","1.0753","1.0778","1.0646","-0.72%"
"2010年2月8日","1.0754","1.0687","1.0755","1.0655","0.62%"
"2010年2月5日","1.0688","1.0741","1.0783","1.0646","-0.35%"
"2010年2月4日","1.0726","1.0629","1.0753","1.0595","0.97%"
"2010年2月3日","1.0623","1.0579","1.0631","1.0545","0.40%"
"2010年2月2日","1.0581","1.0614","1.0642","1.0564","-0.36%"
"2010年2月1日","1.0619","1.0706","1.0723","1.0611","-0.74%"
"2010年1月29日","1.0698","1.0665","1.0701","1.0623","0.30%"
"2010年1月28日","1.0666","1.0652","1.0668","1.0554","0.24%"
"2010年1月27日","1.0640","1.0627","1.0690","1.0608","0.14%"
"2010年1月26日","1.0625","1.0576","1.0694","1.0544","0.39%"
"2010年1月25日","1.0584","1.0576","1.0615","1.0532","0.07%"
"2010年1月22日","1.0577","1.0520","1.0604","1.0463","0.52%"
"2010年1月21日","1.0522","1.0465","1.0526","1.0438","0.56%"
"2010年1月20日","1.0463","1.0313","1.0493","1.0304","1.51%"
"2010年1月19日","1.0307","1.0261","1.0349","1.0248","0.43%"
"2010年1月18日","1.0263","1.0303","1.0316","1.0248","-0.24%"
"2010年1月15日","1.0288","1.0231","1.0316","1.0231","0.53%"
"2010年1月14日","1.0234","1.0305","1.0324","1.0223","-0.74%"
"2010年1月13日","1.0310","1.0391","1.0413","1.0290","-0.83%"
"2010年1月12日","1.0396","1.0335","1.0417","1.0314","0.59%"
"2010年1月11日","1.0335","1.0282","1.0345","1.0252","0.33%"
"2010年1月8日","1.0301","1.0343","1.0385","1.0295","-0.44%"
"2010年1月7日","1.0347","1.0320","1.0375","1.0292","0.28%"
"2010年1月6日","1.0318","1.0387","1.0412","1.0312","-0.75%"
"2010年1月5日","1.0396","1.0417","1.0427","1.0337","-0.20%"
"2010年1月4日","1.0417","1.0520","1.0520","1.0353","-0.98%"
"2010年1月1日","1.0520","1.0539","1.0541","1.0520","0.00%"
"2009年12月31日","1.0520","1.0557","1.0563","1.0456","-0.27%"
"2009年12月30日","1.0548","1.0439","1.0581","1.0426","1.09%"
"2009年12月29日","1.0434","1.0424","1.0446","1.0366","0.01%"
"2009年12月28日","1.0433","1.0502","1.0502","1.0418","-0.65%"
"2009年12月25日","1.0501","1.0501","1.0505","1.0494","0.00%"
"2009年12月24日","1.0501","1.0483","1.0511","1.0450","0.14%"
"2009年12月23日","1.0486","1.0574","1.0579","1.0469","-0.90%"
"2009年12月22日","1.0581","1.0625","1.0636","1.0541","-0.41%"
"2009年12月21日","1.0625","1.0667","1.0702","1.0537","-0.36%"
"2009年12月18日","1.0663","1.0713","1.0726","1.0627","-0.41%"
"2009年12月17日","1.0707","1.0610","1.0747","1.0608","0.90%"
"2009年12月16日","1.0612","1.0617","1.0644","1.0570","-0.02%"
"2009年12月15日","1.0614","1.0587","1.0654","1.0551","0.24%"
"2009年12月14日","1.0589","1.0604","1.0665","1.0566","-0.12%"
"2009年12月11日","1.0602","1.0511","1.0623","1.0484","0.90%"
"2009年12月10日","1.0507","1.0549","1.0584","1.0478","-0.38%"
"2009年12月9日","1.0547","1.0633","1.0663","1.0514","-0.85%"
"2009年12月8日","1.0637","1.0522","1.0673","1.0487","1.11%"
"2009年12月7日","1.0520","1.0560","1.0650","1.0482","-0.53%"
"2009年12月4日","1.0576","1.0571","1.0599","1.0434","0.25%"
"2009年12月3日","1.0550","1.0511","1.0586","1.0463","0.37%"
"2009年12月2日","1.0511","1.0459","1.0516","1.0431","0.44%"
"2009年12月1日","1.0465","1.0556","1.0579","1.0404","-0.87%"
"2009年11月30日","1.0557","1.0579","1.0621","1.0535","-0.60%"
"2009年11月27日","1.0621","1.0591","1.0751","1.0585","0.11%"
"2009年11月26日","1.0609","1.0456","1.0624","1.0449","1.48%"
