"日期","收盘","开盘","高","低","涨跌幅"
"2008年9月23日","1.0375","1.0354","1.0401","1.0305","0.13%"
"2008年9月22日","1.0362","1.0471","1.0517","1.0315","-1.01%"
"2008年9月19日","1.0468","1.0583","1.0669","1.0430","-1.14%"
"2008年9月18日","1.0589","1.0721","1.0728","1.0578","-1.31%"
"2008年9月17日","1.0730","1.0715","1.0810","1.0616","0.18%"
"2008年9月16日","1.0711","1.0695","1.0751","1.0661","0.21%"
"2008年9月15日","1.0689","1.0631","1.0753","1.0570","0.83%"
"2008年9月12日","1.0601","1.0741","1.0765","1.0587","-1.22%"
"2008年9月11日","1.0732","1.0740","1.0823","1.0700","-0.01%"
"2008年9月10日","1.0733","1.0715","1.0745","1.0656","0.16%"
"2008年9月9日","1.0716","1.0660","1.0719","1.0603","0.54%"
"2008年9月8日","1.0658","1.0571","1.0715","1.0550","0.33%"
"2008年9月5日","1.0623","1.0715","1.0728","1.0602","-0.86%"
"2008年9月4日","1.0715","1.0613","1.0716","1.0545","0.95%"
"2008年9月3日","1.0614","1.0671","1.0778","1.0577","-0.55%"
"2008年9月2日","1.0673","1.0673","1.0749","1.0659","0.04%"
"2008年9月1日","1.0669","1.0615","1.0696","1.0614","0.29%"
"2008年8月29日","1.0638","1.0515","1.0647","1.0471","1.23%"
"2008年8月28日","1.0509","1.0473","1.0539","1.0431","0.36%"
"2008年8月27日","1.0471","1.0485","1.0498","1.0427","-0.10%"
"2008年8月26日","1.0482","1.0506","1.0563","1.0411","-0.30%"
"2008年8月25日","1.0514","1.0483","1.0521","1.0441","0.40%"
"2008年8月22日","1.0472","1.0444","1.0490","1.0421","0.36%"
"2008年8月21日","1.0434","1.0603","1.0608","1.0422","-1.61%"
"2008年8月20日","1.0605","1.0609","1.0655","1.0576","-0.02%"
"2008年8月19日","1.0607","1.0645","1.0671","1.0595","-0.36%"
"2008年8月18日","1.0645","1.0593","1.0648","1.0543","0.50%"
"2008年8月15日","1.0592","1.0652","1.0696","1.0581","-0.54%"
"2008年8月14日","1.0650","1.0625","1.0656","1.0562","0.23%"
"2008年8月13日","1.0626","1.0653","1.0717","1.0614","-0.19%"
"2008年8月12日","1.0646","1.0693","1.0729","1.0613","-0.42%"
"2008年8月11日","1.0691","1.0675","1.0716","1.0610","0.22%"
"2008年8月8日","1.0667","1.0528","1.0697","1.0514","1.28%"
"2008年8月7日","1.0532","1.0480","1.0535","1.0448","0.47%"
"2008年8月6日","1.0483","1.0432","1.0496","1.0401","0.55%"
"2008年8月5日","1.0426","1.0369","1.0455","1.0362","0.52%"
"2008年8月4日","1.0372","1.0268","1.0373","1.0263","0.98%"
"2008年8月1日","1.0271","1.0228","1.0300","1.0226","0.35%"
"2008年7月31日","1.0235","1.0232","1.0266","1.0214","0.06%"
"2008年7月30日","1.0229","1.0240","1.0273","1.0219","-0.11%"
"2008年7月29日","1.0240","1.0225","1.0276","1.0206","0.15%"
"2008年7月28日","1.0225","1.0191","1.0246","1.0174","0.26%"
"2008年7月25日","1.0198","1.0151","1.0208","1.0126","0.39%"
"2008年7月24日","1.0158","1.0115","1.0169","1.0075","0.46%"
"2008年7月23日","1.0111","1.0074","1.0120","1.0056","0.32%"
"2008年7月22日","1.0079","0.9996","1.0116","0.9996","0.84%"
"2008年7月21日","0.9995","1.0065","1.0074","0.9991","-0.62%"
"2008年7月18日","1.0057","1.0048","1.0081","1.0021","-0.02%"
"2008年7月17日","1.0059","1.0016","1.0082","0.9977","0.40%"
"2008年7月16日","1.0019","1.0014","1.0050","0.9997","0.07%"
"2008年7月15日","1.0012","1.0068","1.0071","0.9974","-0.53%"
"2008年7月14日","1.0065","1.0072","1.0142","1.0043","-0.30%"
"2008年7月11日","1.0095","1.0085","1.0181","1.0069","0.04%"
"2008年7月10日","1.0091","1.0123","1.0138","1.0077","-0.21%"
"2008年7月9日","1.0112","1.0185","1.0200","1.0097","-0.77%"
"2008年7月8日","1.0190","1.0171","1.0233","1.0156","0.23%"
"2008年7月7日","1.0167","1.0189","1.0234","1.0151","-0.30%"
"2008年7月4日","1.0198","1.0183","1.0206","1.0141","0.14%"
"2008年7月3日","1.0184","1.0113","1.0222","1.0111","0.65%"
"2008年7月2日","1.0118","1.0221","1.0230","1.0088","-1.04%"
"2008年7月1日","1.0224","1.0202","1.0242","1.0143","0.13%"
"2008年6月30日","1.0211","1.0104","1.0218","1.0062","1.04%"
"2008年6月27日","1.0106","1.0134","1.0140","1.0048","-0.29%"
"2008年6月26日","1.0135","1.0090","1.0145","1.0082","0.44%"
"2008年6月25日","1.0091","1.0122","1.0145","1.0087","-0.29%"
"2008年6月24日","1.0120","1.0158","1.0174","1.0110","-0.36%"
"2008年6月23日","1.0157","1.0165","1.0193","1.0129","-0.10%"
"2008年6月20日","1.0167","1.0151","1.0197","1.0101","0.06%"
"2008年6月19日","1.0161","1.0174","1.0189","1.0109","-0.15%"
"2008年6月18日","1.0176","1.0193","1.0215","1.0166","-0.14%"
"2008年6月17日","1.0190","1.0247","1.0249","1.0166","-0.55%"
"2008年6月16日","1.0246","1.0286","1.0300","1.0196","-0.47%"
"2008年6月13日","1.0294","1.0238","1.0299","1.0216","0.52%"
"2008年6月12日","1.0241","1.0202","1.0278","1.0193","0.39%"
"2008年6月11日","1.0201","1.0219","1.0247","1.0153","-0.19%"
"2008年6月10日","1.0220","1.0234","1.0323","1.0195","-0.14%"
"2008年6月9日","1.0234","1.0185","1.0244","1.0151","0.37%"
"2008年6月6日","1.0196","1.0168","1.0217","1.0160","0.25%"
"2008年6月5日","1.0171","1.0173","1.0223","1.0142","-0.01%"
"2008年6月4日","1.0172","1.0096","1.0192","1.0080","0.81%"
"2008年6月3日","1.0090","1.0017","1.0097","0.9968","0.73%"
"2008年6月2日","1.0017","0.9952","1.0029","0.9929","0.84%"
"2008年5月30日","0.9934","0.9889","0.9981","0.9873","0.51%"
"2008年5月29日","0.9884","0.9896","0.9924","0.9825","-0.13%"
"2008年5月28日","0.9897","0.9938","0.9961","0.9889","-0.49%"
"2008年5月27日","0.9946","0.9922","0.9951","0.9867","0.31%"
"2008年5月26日","0.9915","0.9888","0.9934","0.9861","0.18%"
"2008年5月23日","0.9897","0.9850","0.9903","0.9835","0.54%"
"2008年5月22日","0.9844","0.9832","0.9877","0.9827","0.10%"
"2008年5月21日","0.9834","0.9922","0.9928","0.9818","-0.92%"
"2008年5月20日","0.9925","0.9917","0.9954","0.9873","0.09%"
"2008年5月19日","0.9916","0.9995","1.0001","0.9898","-0.76%"
"2008年5月16日","0.9992","1.0001","1.0024","0.9945","-0.04%"
"2008年5月15日","0.9996","1.0026","1.0063","0.9992","-0.35%"
"2008年5月14日","1.0031","1.0037","1.0070","0.9963","-0.07%"
"2008年5月13日","1.0038","1.0056","1.0096","0.9985","-0.13%"
"2008年5月12日","1.0051","1.0066","1.0109","1.0024","-0.02%"
"2008年5月9日","1.0053","1.0176","1.0176","1.0045","-1.20%"
"2008年5月8日","1.0175","1.0096","1.0178","1.0078","0.77%"
"2008年5月7日","1.0097","1.0024","1.0100","1.0005","0.69%"
"2008年5月6日","1.0028","1.0125","1.0147","0.9998","-0.99%"
"2008年5月5日","1.0128","1.0195","1.0200","1.0120","-0.67%"
"2008年5月2日","1.0196","1.0195","1.0243","1.0147","-0.13%"
"2008年5月1日","1.0209","1.0068","1.0237","1.0062","1.36%"
"2008年4月30日","1.0072","1.0134","1.0145","1.0037","-0.58%"
"2008年4月29日","1.0131","1.0137","1.0167","1.0109","0.05%"
"2008年4月28日","1.0126","1.0131","1.0185","1.0067","-0.12%"
"2008年4月25日","1.0138","1.0144","1.0205","1.0120","-0.04%"
"2008年4月24日","1.0142","1.0170","1.0212","1.0120","-0.29%"
"2008年4月23日","1.0172","1.0074","1.0216","1.0060","1.01%"
"2008年4月22日","1.0070","1.0061","1.0154","1.0024","0.13%"
"2008年4月21日","1.0057","1.0052","1.0095","0.9998","0.13%"
"2008年4月18日","1.0044","1.0103","1.0145","1.0025","-0.55%"
"2008年4月17日","1.0100","1.0009","1.0144","0.9988","0.95%"
"2008年4月16日","1.0005","1.0175","1.0188","1.0001","-1.69%"
"2008年4月15日","1.0177","1.0186","1.0240","1.0163","-0.10%"
"2008年4月14日","1.0187","1.0269","1.0276","1.0177","-0.47%"
"2008年4月11日","1.0235","1.0196","1.0250","1.0133","0.35%"
"2008年4月10日","1.0199","1.0190","1.0225","1.0155","0.10%"
"2008年4月9日","1.0189","1.0137","1.0219","1.0124","0.56%"
"2008年4月8日","1.0132","1.0147","1.0176","1.0107","-0.20%"
"2008年4月7日","1.0152","1.0092","1.0155","1.0040","0.68%"
"2008年4月4日","1.0083","1.0047","1.0104","1.0018","0.39%"
"2008年4月3日","1.0044","1.0143","1.0168","1.0025","-1.02%"
"2008年4月2日","1.0147","1.0227","1.0246","1.0130","-0.76%"
"2008年4月1日","1.0225","1.0261","1.0326","1.0206","-0.35%"
"2008年3月31日","1.0261","1.0227","1.0294","1.0191","0.34%"
"2008年3月28日","1.0226","1.0177","1.0229","1.0142","0.40%"
"2008年3月27日","1.0185","1.0183","1.0235","1.0126","0.04%"
"2008年3月26日","1.0181","1.0181","1.0208","1.0095","0.10%"
"2008年3月25日","1.0171","1.0169","1.0223","1.0125","-0.04%"
"2008年3月24日","1.0175","1.0252","1.0309","1.0156","-0.56%"
"2008年3月21日","1.0232","1.0247","1.0270","1.0224","-0.12%"
"2008年3月20日","1.0244","1.0135","1.0295","1.0105","1.00%"
"2008年3月19日","1.0143","0.9929","1.0175","0.9877","2.20%"
"2008年3月18日","0.9925","0.9984","0.9986","0.9892","-0.47%"
"2008年3月17日","0.9972","0.9883","1.0012","0.9859","0.80%"
"2008年3月14日","0.9893","0.9831","0.9968","0.9817","0.68%"
"2008年3月13日","0.9826","0.9896","0.9920","0.9797","-0.73%"
"2008年3月12日","0.9898","0.9919","0.9939","0.9838","-0.16%"
"2008年3月11日","0.9914","0.9967","0.9974","0.9893","-0.53%"
"2008年3月10日","0.9967","0.9890","0.9985","0.9856","0.70%"
"2008年3月7日","0.9898","0.9849","0.9924","0.9746","0.35%"
"2008年3月6日","0.9863","0.9844","0.9885","0.9818","0.12%"
"2008年3月5日","0.9851","0.9934","0.9956","0.9835","-0.89%"
"2008年3月4日","0.9939","0.9901","0.9979","0.9853","0.45%"
"2008年3月3日","0.9894","0.9855","0.9935","0.9828","0.50%"
"2008年2月29日","0.9845","0.9752","0.9853","0.9749","0.97%"
"2008年2月28日","0.9750","0.9812","0.9823","0.9710","-0.56%"
"2008年2月27日","0.9805","0.9820","0.9832","0.9760","-0.26%"
"2008年2月26日","0.9831","0.9959","0.9987","0.9783","-1.23%"
"2008年2月25日","0.9953","1.0125","1.0130","0.9950","-1.67%"
"2008年2月22日","1.0122","1.0111","1.0170","1.0072","0.11%"
"2008年2月21日","1.0111","1.0124","1.0144","1.0068","-0.17%"
"2008年2月20日","1.0128","1.0175","1.0200","1.0107","-0.43%"
"2008年2月19日","1.0172","1.0075","1.0175","1.0020","0.94%"
"2008年2月18日","1.0077","1.0095","1.0101","1.0049","0.04%"
"2008年2月15日","1.0073","1.0002","1.0114","0.9920","0.67%"
"2008年2月14日","1.0006","0.9969","1.0017","0.9936","0.33%"
"2008年2月13日","0.9973","1.0020","1.0030","0.9965","-0.37%"
"2008年2月12日","1.0010","1.0018","1.0046","0.9940","-0.05%"
"2008年2月11日","1.0015","1.0000","1.0036","0.9955","0.15%"
"2008年2月8日","1.0000","1.0096","1.0105","0.9948","-0.94%"
"2008年2月7日","1.0095","1.0057","1.0128","1.0042","0.33%"
"2008年2月6日","1.0062","1.0072","1.0104","1.0006","-0.08%"
"2008年2月5日","1.0070","0.9932","1.0082","0.9926","1.35%"
"2008年2月4日","0.9936","0.9944","1.0014","0.9922","0.08%"
"2008年2月1日","0.9928","1.0029","1.0036","0.9918","-1.10%"
"2008年1月31日","1.0038","0.9933","1.0088","0.9925","1.14%"
"2008年1月30日","0.9925","0.9982","1.0003","0.9871","-0.59%"
"2008年1月29日","0.9984","1.0044","1.0071","0.9944","-0.60%"
"2008年1月28日","1.0044","1.0093","1.0120","1.0021","-0.23%"
"2008年1月25日","1.0067","1.0027","1.0111","1.0017","0.34%"
"2008年1月24日","1.0033","1.0234","1.0259","1.0031","-1.88%"
"2008年1月23日","1.0225","1.0291","1.0319","1.0222","-0.55%"
"2008年1月22日","1.0282","1.0353","1.0381","1.0206","-0.63%"
"2008年1月21日","1.0347","1.0263","1.0353","1.0261","0.73%"
"2008年1月18日","1.0272","1.0298","1.0309","1.0217","-0.28%"
"2008年1月17日","1.0301","1.0259","1.0310","1.0183","0.58%"
"2008年1月16日","1.0242","1.0170","1.0284","1.0151","0.70%"
"2008年1月15日","1.0171","1.0173","1.0200","1.0124","-0.08%"
"2008年1月14日","1.0179","1.0199","1.0214","1.0147","-0.19%"
"2008年1月11日","1.0198","1.0091","1.0223","1.0070","1.14%"
"2008年1月10日","1.0083","1.0104","1.0153","1.0052","-0.14%"
"2008年1月9日","1.0097","1.0071","1.0124","1.0019","0.29%"
"2008年1月8日","1.0068","1.0052","1.0073","0.9966","0.16%"
"2008年1月7日","1.0052","1.0023","1.0084","0.9970","0.16%"
"2008年1月4日","1.0036","0.9896","1.0037","0.9841","1.46%"
"2008年1月3日","0.9892","0.9929","0.9969","0.9873","-0.44%"
"2008年1月2日","0.9936","0.9924","0.9972","0.9861","0.14%"
"2008年1月1日","0.9922","0.9986","0.9988","0.9914","-0.45%"
"2007年12月31日","0.9967","0.9810","0.9968","0.9766","1.62%"
"2007年12月28日","0.9808","0.9807","0.9850","0.9757","0.00%"
"2007年12月27日","0.9808","0.9812","0.9857","0.9785","0.01%"
"2007年12月26日","0.9807","0.9851","0.9867","0.9802","-0.45%"
"2007年12月25日","0.9851","0.9843","0.9870","0.9831","-0.11%"
"2007年12月24日","0.9862","0.9917","0.9937","0.9841","-0.52%"
"2007年12月21日","0.9914","1.0010","1.0021","0.9909","-0.94%"
"2007年12月20日","1.0008","1.0025","1.0050","0.9953","-0.21%"
"2007年12月19日","1.0029","1.0054","1.0094","1.0016","-0.26%"
"2007年12月18日","1.0055","1.0055","1.0143","1.0013","-0.05%"
"2007年12月17日","1.0060","1.0178","1.0229","1.0026","-1.10%"
"2007年12月14日","1.0172","1.0208","1.0249","1.0128","-0.33%"
"2007年12月13日","1.0206","1.0120","1.0236","1.0095","0.74%"
"2007年12月12日","1.0131","1.0146","1.0178","1.0056","-0.22%"
"2007年12月11日","1.0153","1.0070","1.0168","1.0042","0.94%"
"2007年12月10日","1.0058","1.0042","1.0119","1.0006","0.10%"
"2007年12月7日","1.0048","1.0084","1.0152","1.0007","-0.34%"
"2007年12月6日","1.0082","1.0128","1.0196","1.0074","-0.55%"
"2007年12月5日","1.0138","1.0124","1.0217","1.0087","0.14%"
"2007年12月4日","1.0124","0.9999","1.0154","0.9988","1.24%"
"2007年12月3日","1.0000","0.9994","1.0042","0.9974","-0.01%"
"2007年11月30日","1.0001","0.9981","1.0017","0.9922","0.31%"
"2007年11月29日","0.9970","0.9853","0.9995","0.9834","1.13%"
"2007年11月28日","0.9859","0.9965","1.0002","0.9847","-0.94%"
"2007年11月27日","0.9953","0.9896","1.0004","0.9822","0.58%"
"2007年11月26日","0.9896","0.9869","0.9915","0.9800","0.03%"
"2007年11月23日","0.9893","0.9860","0.9902","0.9800","0.38%"
"2007年11月22日","0.9856","0.9869","0.9885","0.9788","-0.25%"
"2007年11月21日","0.9881","0.9783","0.9927","0.9776","0.91%"
"2007年11月20日","0.9792","0.9847","0.9868","0.9744","-0.57%"
"2007年11月19日","0.9848","0.9771","0.9851","0.9705","1.15%"
"2007年11月16日","0.9736","0.9851","0.9889","0.9705","-1.13%"
"2007年11月15日","0.9847","0.9676","0.9865","0.9607","1.87%"
"2007年11月14日","0.9666","0.9597","0.9677","0.9510","0.72%"
"2007年11月13日","0.9597","0.9688","0.9726","0.9523","-0.96%"
"2007年11月12日","0.9690","0.9457","0.9707","0.9434","2.72%"
"2007年11月9日","0.9433","0.9347","0.9444","0.9253","0.94%"
"2007年11月8日","0.9345","0.9301","0.9407","0.9236","0.64%"
"2007年11月7日","0.9286","0.9204","0.9307","0.9057","0.75%"
"2007年11月6日","0.9217","0.9337","0.9339","0.9207","-1.21%"
"2007年11月5日","0.9330","0.9354","0.9374","0.9304","-0.14%"
"2007年11月2日","0.9343","0.9514","0.9523","0.9326","-1.76%"
"2007年11月1日","0.9510","0.9430","0.9523","0.9423","0.75%"
"2007年10月31日","0.9439","0.9530","0.9567","0.9420","-0.94%"
"2007年10月30日","0.9529","0.9527","0.9577","0.9514","-0.08%"
"2007年10月29日","0.9537","0.9612","0.9631","0.9516","-0.81%"
"2007年10月26日","0.9615","0.9657","0.9670","0.9590","-0.55%"
"2007年10月25日","0.9668","0.9683","0.9701","0.9613","-0.18%"
"2007年10月24日","0.9685","0.9661","0.9737","0.9645","0.24%"
"2007年10月23日","0.9662","0.9782","0.9788","0.9627","-1.22%"
"2007年10月22日","0.9781","0.9667","0.9826","0.9660","1.22%"
"2007年10月19日","0.9663","0.9737","0.9756","0.9632","-0.80%"
"2007年10月18日","0.9741","0.9745","0.9779","0.9718","-0.06%"
"2007年10月17日","0.9747","0.9784","0.9824","0.9728","-0.46%"
"2007年10月16日","0.9792","0.9762","0.9818","0.9744","0.35%"
"2007年10月15日","0.9758","0.9716","0.9780","0.9706","0.47%"
"2007年10月12日","0.9712","0.9762","0.9800","0.9711","-0.57%"
"2007年10月11日","0.9768","0.9819","0.9829","0.9728","-0.52%"
"2007年10月10日","0.9819","0.9818","0.9837","0.9791","0.11%"
"2007年10月9日","0.9808","0.9860","0.9899","0.9792","-0.54%"
"2007年10月8日","0.9861","0.9803","0.9879","0.9803","0.55%"
"2007年10月5日","0.9807","0.9965","0.9984","0.9787","-1.61%"
"2007年10月4日","0.9967","0.9984","1.0019","0.9961","-0.16%"
"2007年10月3日","0.9983","0.9984","0.9993","0.9935","-0.01%"
"2007年10月2日","0.9984","0.9918","1.0013","0.9914","0.70%"
"2007年10月1日","0.9915","0.9932","0.9959","0.9911","0.00%"
"2007年9月28日","0.9915","1.0012","1.0023","0.9912","-1.02%"
"2007年9月27日","1.0017","1.0046","1.0055","0.9978","-0.27%"
"2007年9月26日","1.0044","1.0038","1.0097","1.0024","-0.07%"
"2007年9月25日","1.0051","1.0016","1.0066","0.9998","0.36%"
"2007年9月24日","1.0015","0.9999","1.0030","0.9969","0.03%"
"2007年9月21日","1.0012","1.0019","1.0060","0.9937","0.02%"
"2007年9月20日","1.0010","1.0145","1.0157","0.9993","-1.39%"
"2007年9月19日","1.0151","1.0139","1.0180","1.0082","0.16%"
"2007年9月18日","1.0135","1.0277","1.0291","1.0121","-1.32%"
"2007年9月17日","1.0271","1.0304","1.0315","1.0240","-0.35%"
"2007年9月14日","1.0307","1.0362","1.0368","1.0277","-0.47%"
"2007年9月13日","1.0356","1.0370","1.0383","1.0311","-0.16%"
"2007年9月12日","1.0373","1.0423","1.0449","1.0354","-0.48%"
"2007年9月11日","1.0423","1.0517","1.0533","1.0410","-0.87%"
"2007年9月10日","1.0514","1.0547","1.0594","1.0507","-0.41%"
"2007年9月7日","1.0557","1.0517","1.0578","1.0476","0.37%"
"2007年9月6日","1.0518","1.0541","1.0583","1.0507","-0.23%"
"2007年9月5日","1.0542","1.0491","1.0569","1.0485","0.53%"
"2007年9月4日","1.0486","1.0528","1.0570","1.0482","-0.34%"
"2007年9月3日","1.0522","1.0555","1.0558","1.0516","-0.34%"
"2007年8月31日","1.0558","1.0576","1.0594","1.0506","-0.18%"
"2007年8月30日","1.0577","1.0580","1.0664","1.0545","-0.13%"
"2007年8月29日","1.0591","1.0655","1.0678","1.0578","-0.60%"
"2007年8月28日","1.0655","1.0545","1.0655","1.0534","1.01%"
"2007年8月27日","1.0548","1.0521","1.0553","1.0471","0.22%"
"2007年8月24日","1.0525","1.0529","1.0570","1.0493","-0.04%"
"2007年8月23日","1.0529","1.0619","1.0624","1.0474","-0.88%"
"2007年8月22日","1.0623","1.0640","1.0667","1.0574","-0.16%"
"2007年8月21日","1.0640","1.0551","1.0652","1.0541","0.88%"
"2007年8月20日","1.0547","1.0612","1.0627","1.0532","-0.54%"
"2007年8月17日","1.0604","1.0760","1.0797","1.0557","-1.39%"
"2007年8月16日","1.0753","1.0796","1.0867","1.0673","-0.36%"
"2007年8月15日","1.0792","1.0677","1.0798","1.0673","1.08%"
"2007年8月14日","1.0677","1.0544","1.0689","1.0542","1.29%"
"2007年8月13日","1.0541","1.0541","1.0566","1.0486","0.09%"
"2007年8月10日","1.0532","1.0581","1.0619","1.0514","-0.50%"
"2007年8月9日","1.0585","1.0483","1.0644","1.0470","0.92%"
"2007年8月8日","1.0488","1.0541","1.0570","1.0463","-0.55%"
"2007年8月7日","1.0546","1.0491","1.0577","1.0491","0.27%"
"2007年8月6日","1.0518","1.0566","1.0591","1.0505","-0.51%"
"2007年8月3日","1.0572","1.0530","1.0579","1.0501","0.42%"
"2007年8月2日","1.0528","1.0558","1.0600","1.0509","-0.30%"
"2007年8月1日","1.0560","1.0667","1.0699","1.0551","-1.06%"
"2007年7月31日","1.0673","1.0662","1.0685","1.0586","0.00%"
"2007年7月30日","1.0673","1.0644","1.0703","1.0640","0.29%"
"2007年7月27日","1.0642","1.0568","1.0652","1.0526","0.81%"
"2007年7月26日","1.0557","1.0417","1.0561","1.0404","1.25%"
"2007年7月25日","1.0427","1.0372","1.0450","1.0339","0.65%"
"2007年7月24日","1.0360","1.0469","1.0475","1.0341","-1.01%"
"2007年7月23日","1.0466","1.0483","1.0485","1.0425","-0.20%"